WordSimilarity [id=0, articleId=null, newWord=°ª, newWordFrequency=3512, matchedWord=»Û, matchedWordFrequency=1480, pySimilarity=5, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=òã, newWordFrequency=3395, matchedWord=Ïö, matchedWordFrequency=3367, pySimilarity=7, bhSimilarity=17, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=òã, newWordFrequency=3395, matchedWord=Çú, matchedWordFrequency=418, pySimilarity=6, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=òã, newWordFrequency=3395, matchedWord=Éú, matchedWordFrequency=102, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=òã, newWordFrequency=3395, matchedWord=ËÊ, matchedWordFrequency=2883, pySimilarity=7, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=·Ñ, matchedWordFrequency=413, pySimilarity=2, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ìÅ, matchedWordFrequency=3652, pySimilarity=9, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Äé, matchedWordFrequency=4326, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÕÇ, matchedWordFrequency=834, pySimilarity=10, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ºÏ, matchedWordFrequency=334, pySimilarity=5, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÊÇ, matchedWordFrequency=13, pySimilarity=6, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Ïú, matchedWordFrequency=975, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=µü, matchedWordFrequency=2851, pySimilarity=4, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=×ø, matchedWordFrequency=606, pySimilarity=8, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Í¶, matchedWordFrequency=566, pySimilarity=6, bhSimilarity=5, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=²×, matchedWordFrequency=2668, pySimilarity=9, bhSimilarity=5, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=³É, matchedWordFrequency=55, pySimilarity=6, bhSimilarity=4, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=À÷, matchedWordFrequency=1946, pySimilarity=5, bhSimilarity=5, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Â¾, matchedWordFrequency=4583, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=»Å, matchedWordFrequency=2000, pySimilarity=10, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=±Ú, matchedWordFrequency=1097, pySimilarity=5, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¼±, matchedWordFrequency=570, pySimilarity=3, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¹ª, matchedWordFrequency=2430, pySimilarity=9, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Á¬, matchedWordFrequency=385, pySimilarity=5, bhSimilarity=7, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÒÐ, matchedWordFrequency=2202, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÌÎ, matchedWordFrequency=1553, pySimilarity=8, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¸´, matchedWordFrequency=913, pySimilarity=5, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Òâ, matchedWordFrequency=454, pySimilarity=5, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=»Ò, matchedWordFrequency=1126, pySimilarity=6, bhSimilarity=6, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ËÊ, matchedWordFrequency=2883, pySimilarity=9, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÊÄ, matchedWordFrequency=2037, pySimilarity=6, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Ó¿, matchedWordFrequency=1562, pySimilarity=9, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=½¿, matchedWordFrequency=2246, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Í÷, matchedWordFrequency=3182, pySimilarity=9, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Àï, matchedWordFrequency=139, pySimilarity=5, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÀÅ, matchedWordFrequency=2973, pySimilarity=7, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Õñ, matchedWordFrequency=1166, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=8, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ËÚ, matchedWordFrequency=2974, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÓÅ, matchedWordFrequency=583, pySimilarity=8, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=»Û, matchedWordFrequency=1480, pySimilarity=6, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¼ý, matchedWordFrequency=1748, pySimilarity=7, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=ÊÃ, matchedWordFrequency=3679, pySimilarity=6, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¶È, matchedWordFrequency=189, pySimilarity=10, bhSimilarity=7, bsSimilarity=1, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=êÝ, matchedWordFrequency=3143, pySimilarity=3, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Ñ³, matchedWordFrequency=3346, pySimilarity=8, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=×±, matchedWordFrequency=2636, pySimilarity=11, bhSimilarity=6, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=¶é, matchedWordFrequency=3421, pySimilarity=8, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=Æ½, matchedWordFrequency=327, pySimilarity=5, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=·Ï, newWordFrequency=1209, matchedWord=³£, matchedWordFrequency=308, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¸´, matchedWordFrequency=913, pySimilarity=0, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=»Û, matchedWordFrequency=1480, pySimilarity=3, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Çú, matchedWordFrequency=418, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¾³, matchedWordFrequency=908, pySimilarity=6, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Á¬, matchedWordFrequency=385, pySimilarity=8, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÀÅ, matchedWordFrequency=2973, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=³É, matchedWordFrequency=55, pySimilarity=9, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Á¢, matchedWordFrequency=395, pySimilarity=4, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Ñ³, matchedWordFrequency=3346, pySimilarity=3, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÊÂ, matchedWordFrequency=121, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=×±, matchedWordFrequency=2636, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÑÕ, matchedWordFrequency=1573, pySimilarity=7, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Õñ, matchedWordFrequency=1166, pySimilarity=6, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¿º, matchedWordFrequency=3309, pySimilarity=6, bhSimilarity=16, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Æ½, matchedWordFrequency=327, pySimilarity=8, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¸«, matchedWordFrequency=2344, pySimilarity=2, bhSimilarity=16, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÐÎ, matchedWordFrequency=335, pySimilarity=6, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Í¶, matchedWordFrequency=566, pySimilarity=5, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÂÖ, matchedWordFrequency=720, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=µü, matchedWordFrequency=2851, pySimilarity=7, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¼ý, matchedWordFrequency=1748, pySimilarity=6, bhSimilarity=17, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Ïú, matchedWordFrequency=975, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=À÷, matchedWordFrequency=1946, pySimilarity=4, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=·±, matchedWordFrequency=1405, pySimilarity=6, bhSimilarity=19, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=×ø, matchedWordFrequency=606, pySimilarity=3, bhSimilarity=15, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Òå, matchedWordFrequency=863, pySimilarity=6, bhSimilarity=17, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Í¾, matchedWordFrequency=1380, pySimilarity=4, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¶È, matchedWordFrequency=189, pySimilarity=7, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=5, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Â¾, matchedWordFrequency=4583, pySimilarity=2, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Ó¡, matchedWordFrequency=519, pySimilarity=5, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÊÄ, matchedWordFrequency=2037, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Òð, matchedWordFrequency=3108, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Í÷, matchedWordFrequency=3182, pySimilarity=8, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÀÄ, matchedWordFrequency=1934, pySimilarity=5, bhSimilarity=15, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Ó¿, matchedWordFrequency=1562, pySimilarity=8, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=Ðº, matchedWordFrequency=2266, pySimilarity=5, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=¹É, matchedWordFrequency=676, pySimilarity=4, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÙÈ, matchedWordFrequency=3948, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=çÖ, matchedWordFrequency=4029, pySimilarity=9, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÉÐ, matchedWordFrequency=614, pySimilarity=7, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ÌÎ, matchedWordFrequency=1553, pySimilarity=7, bhSimilarity=16, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¸², newWordFrequency=2023, matchedWord=ºÏ, matchedWordFrequency=334, pySimilarity=6, bhSimilarity=14, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=¹ª, matchedWordFrequency=2430, pySimilarity=0, bhSimilarity=14, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Çú, matchedWordFrequency=418, pySimilarity=9, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=¸´, matchedWordFrequency=913, pySimilarity=8, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ÐÎ, matchedWordFrequency=335, pySimilarity=6, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Ïö, matchedWordFrequency=3367, pySimilarity=6, bhSimilarity=13, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ÕÇ, matchedWordFrequency=834, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Äé, matchedWordFrequency=4326, pySimilarity=6, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=×¿, matchedWordFrequency=2566, pySimilarity=8, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Àï, matchedWordFrequency=139, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Ó¿, matchedWordFrequency=1562, pySimilarity=4, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Í¶, matchedWordFrequency=566, pySimilarity=7, bhSimilarity=7, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ÓÅ, matchedWordFrequency=583, pySimilarity=5, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Áº, matchedWordFrequency=981, pySimilarity=7, bhSimilarity=11, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Í÷, matchedWordFrequency=3182, pySimilarity=6, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Á¢, matchedWordFrequency=395, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=¹ü, matchedWordFrequency=1879, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=»Ò, matchedWordFrequency=1126, pySimilarity=7, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ÊÄ, matchedWordFrequency=2037, pySimilarity=9, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ì³, matchedWordFrequency=2960, pySimilarity=9, bhSimilarity=12, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=À÷, matchedWordFrequency=1946, pySimilarity=8, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Í¾, matchedWordFrequency=1380, pySimilarity=8, bhSimilarity=8, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=²², matchedWordFrequency=2455, pySimilarity=5, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Óæ, matchedWordFrequency=1712, pySimilarity=8, bhSimilarity=13, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=¼ý, matchedWordFrequency=1748, pySimilarity=8, bhSimilarity=17, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Æä, matchedWordFrequency=214, pySimilarity=6, bhSimilarity=6, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=·Ñ, matchedWordFrequency=413, pySimilarity=9, bhSimilarity=9, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Òâ, matchedWordFrequency=454, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ËÚ, matchedWordFrequency=2974, pySimilarity=8, bhSimilarity=8, bsSimilarity=0, jgSimilarity=1, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Ñ³, matchedWordFrequency=3346, pySimilarity=7, bhSimilarity=12, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ÌÎ, matchedWordFrequency=1553, pySimilarity=5, bhSimilarity=10, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=Éú, matchedWordFrequency=102, pySimilarity=5, bhSimilarity=9, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
WordSimilarity [id=0, articleId=null, newWord=¹§, newWordFrequency=2287, matchedWord=ìÅ, matchedWordFrequency=3652, pySimilarity=8, bhSimilarity=11, bsSimilarity=0, jgSimilarity=0, yySimilarity=0.0]
